,userId,Reputation,Views,UpVotes,DownVotes,postId,Score,ViewCount,CommentCount,Outlier
32706,6897,1178,334,454,27,35140,1,69,0,DownVotes
32708,6897,1178,334,454,27,35469,2,127,10,DownVotes
32709,6897,1178,334,454,27,36249,3,108,3,DownVotes
32710,6897,1178,334,454,27,38928,4,496,2,DownVotes
32712,6897,1178,334,454,27,49166,6,187,2,DownVotes
32713,6897,1178,334,454,27,51382,3,170,0,DownVotes
32714,6897,1178,334,454,27,54746,3,214,3,DownVotes
32715,6897,1178,334,454,27,55504,2,66,6,DownVotes
32716,6897,1178,334,454,27,57357,4,194,0,DownVotes
32717,6897,1178,334,454,27,57384,1,303,0,DownVotes
32718,6897,1178,334,454,27,60397,2,110,2,DownVotes
32720,6897,1178,334,454,27,61610,2,115,0,DownVotes
32721,6897,1178,334,454,27,71844,1,126,0,DownVotes
32737,6917,462,52,97,1,17626,6,523,2,DownVotes
32741,6917,462,52,97,1,18248,8,1780,2,DownVotes
32742,6917,462,52,97,1,45763,0,573,5,DownVotes
32747,6917,462,52,97,1,51464,2,482,0,DownVotes
32750,6920,1299,385,165,2,38276,3,490,0,DownVotes
32752,6920,1299,385,165,2,41187,3,891,4,DownVotes
32753,6920,1299,385,165,2,41746,4,212,0,DownVotes
32754,6920,1299,385,165,2,41875,3,496,2,DownVotes
32756,6920,1299,385,165,2,42969,1,265,7,DownVotes
32760,6920,1299,385,165,2,44434,5,508,9,DownVotes
32761,6920,1299,385,165,2,44506,6,353,0,DownVotes
32762,6920,1299,385,165,2,44583,0,136,0,DownVotes
32764,6920,1299,385,165,2,45178,1,29,0,DownVotes
32765,6920,1299,385,165,2,45522,1,134,0,DownVotes
32767,6920,1299,385,165,2,54506,4,168,0,DownVotes
32769,6920,1299,385,165,2,54966,7,225,0,DownVotes
32770,6920,1299,385,165,2,59187,3,67,0,DownVotes
32771,6920,1299,385,165,2,59932,1,412,0,DownVotes
32772,6920,1299,385,165,2,71782,15,519,0,DownVotes
32775,6920,1299,385,165,2,74547,2,89,0,DownVotes
32778,6920,1299,385,165,2,79869,4,88,2,DownVotes
32779,6920,1299,385,165,2,82128,18,546,7,DownVotes
32782,6920,1299,385,165,2,82473,1,137,10,DownVotes
32784,6920,1299,385,165,2,82604,4,55,1,DownVotes
32785,6920,1299,385,165,2,84340,7,279,1,DownVotes
32792,6920,1299,385,165,2,88915,3,156,0,DownVotes
32793,6920,1299,385,165,2,89099,7,307,1,DownVotes
32794,6920,1299,385,165,2,89829,3,40,2,DownVotes
32795,6920,1299,385,165,2,112273,2,143,5,DownVotes
32797,6920,1299,385,165,2,114948,2,31,1,DownVotes
32828,6946,252,29,34,1,17300,7,1543,0,DownVotes
32829,6946,252,29,34,1,17405,1,112,0,DownVotes
32830,6946,252,29,34,1,17608,5,249,12,DownVotes
32831,6946,252,29,34,1,18257,0,190,7,DownVotes
32832,6946,252,29,34,1,20146,2,220,5,DownVotes
32833,6946,252,29,34,1,22852,3,251,3,DownVotes
32834,6946,252,29,34,1,23648,2,101,0,DownVotes
32835,6946,252,29,34,1,50596,2,119,0,DownVotes
32837,6946,252,29,34,1,56316,3,93,6,DownVotes
32838,6946,252,29,34,1,58228,3,256,0,DownVotes
32839,6946,252,29,34,1,59401,1,62,0,DownVotes
32840,6946,252,29,34,1,64552,2,155,8,DownVotes
32841,6946,252,29,34,1,67111,2,43,8,DownVotes
32842,6946,252,29,34,1,69427,1,321,2,DownVotes
32843,6946,252,29,34,1,81893,0,85,2,DownVotes
32844,6946,252,29,34,1,91971,2,42,8,DownVotes
32846,6957,208,13,29,1,23981,2,509,0,DownVotes
32856,6961,2413,266,152,11,17581,14,1532,0,DownVotes
32874,6961,2413,266,152,11,17991,7,317,0,DownVotes
32885,6961,2413,266,152,11,20558,39,2756,1,DownVotes
32888,6961,2413,266,152,11,27005,19,1046,7,DownVotes
32903,6961,2413,266,152,11,32782,3,137,1,DownVotes
32909,6961,2413,266,152,11,47484,2,79,0,DownVotes
32910,6961,2413,266,152,11,48115,1,67,0,DownVotes
32915,6961,2413,266,152,11,49987,2,170,9,DownVotes
32942,6961,2413,266,152,11,66051,9,279,1,DownVotes
32945,6961,2413,266,152,11,74100,0,24,0,DownVotes
32946,6961,2413,266,152,11,74374,0,24,1,DownVotes
32947,6961,2413,266,152,11,83130,1,39,0,DownVotes
32954,6961,2413,266,152,11,113990,1,18,1,DownVotes
32955,6961,2413,266,152,11,114311,0,8,0,DownVotes
33111,7071,7663,878,550,21,17576,1,98,7,DownVotes
33112,7071,7663,878,550,21,19445,5,150,0,DownVotes
33130,7071,7663,878,550,21,24388,5,195,8,DownVotes
33133,7071,7663,878,550,21,24659,6,454,3,DownVotes
33144,7071,7663,878,550,21,25774,1,154,0,DownVotes
33148,7071,7663,878,550,21,26694,2,303,1,DownVotes
33153,7071,7663,878,550,21,28012,0,137,4,DownVotes
33175,7071,7663,878,550,21,38004,2,520,5,DownVotes
33182,7071,7663,878,550,21,39129,1,54,0,DownVotes
33188,7071,7663,878,550,21,40992,3,89,1,DownVotes
33207,7071,7663,878,550,21,44532,5,70,6,DownVotes
33214,7071,7663,878,550,21,45895,2,90,0,DownVotes
33219,7071,7663,878,550,21,47916,5,255,4,DownVotes
33254,7071,7663,878,550,21,55756,1,419,0,DownVotes
33269,7071,7663,878,550,21,60885,2,217,5,DownVotes
33274,7071,7663,878,550,21,62066,2,270,0,DownVotes
33275,7071,7663,878,550,21,64072,1,76,0,DownVotes
33278,7071,7663,878,550,21,64900,2,21,0,DownVotes
33280,7071,7663,878,550,21,66792,6,377,0,DownVotes
33290,7071,7663,878,550,21,71304,3,26,0,DownVotes
33295,7071,7663,878,550,21,73435,2,102,3,DownVotes
33325,7071,7663,878,550,21,88078,2,77,3,DownVotes
33342,7071,7663,878,550,21,92794,1,21,2,DownVotes
33359,7071,7663,878,550,21,97871,3,36,1,DownVotes
33365,7071,7663,878,550,21,102761,3,32,0,DownVotes
33375,7071,7663,878,550,21,110924,2,28,2,DownVotes
33457,7135,213,36,61,1,62305,4,136,0,DownVotes
33527,7172,577,34,37,3,32918,2,67,0,DownVotes
33538,7172,577,34,37,3,43252,2,169,0,DownVotes
33643,7224,5430,1604,463,63,20870,5,335,3,DownVotes
33674,7224,5430,1604,463,63,22787,15,707,6,DownVotes
33686,7224,5430,1604,463,63,25529,10,444,0,DownVotes
33696,7224,5430,1604,463,63,29616,13,520,12,DownVotes
33749,7244,832,80,47,2,17997,1,370,1,DownVotes
33750,7244,832,80,47,2,18006,6,730,0,DownVotes
33751,7244,832,80,47,2,18389,3,431,2,DownVotes
33752,7244,832,80,47,2,18428,6,2326,5,DownVotes
33754,7244,832,80,47,2,18709,9,2025,16,DownVotes
33755,7244,832,80,47,2,18987,2,1058,0,DownVotes
33756,7244,832,80,47,2,19011,3,248,0,DownVotes
33757,7244,832,80,47,2,26528,15,10004,7,DownVotes
33758,7244,832,80,47,2,51470,1,1258,8,DownVotes
33760,7244,832,80,47,2,52353,3,363,7,DownVotes
33762,7244,832,80,47,2,99527,2,122,2,DownVotes
33763,7244,832,80,47,2,100020,7,262,3,DownVotes
33767,7244,832,80,47,2,105895,2,68,0,DownVotes
33768,7244,832,80,47,2,106318,0,182,0,DownVotes
33769,7244,832,80,47,2,107530,0,52,4,DownVotes
33771,7244,832,80,47,2,108371,2,56,1,DownVotes
33772,7244,832,80,47,2,108524,2,134,0,DownVotes
33773,7244,832,80,47,2,108757,6,68,1,DownVotes
33774,7244,832,80,47,2,109168,1,28,0,DownVotes
33778,7244,832,80,47,2,110395,1,112,0,DownVotes
33804,7250,6216,338,625,56,26249,17,312,0,DownVotes
33830,7250,6216,338,625,56,44957,2,460,4,DownVotes
33996,7282,245,18,8,1,18102,3,257,5,DownVotes
33997,7282,245,18,8,1,18149,3,128,0,DownVotes
33998,7282,245,18,8,1,22880,8,1556,1,DownVotes
34002,7282,245,18,8,1,27266,2,4637,0,DownVotes
34012,7290,37083,5554,8641,125,18119,4,1218,4,DownVotes
34301,7290,37083,5554,8641,125,38350,13,1041,3,DownVotes
34330,7290,37083,5554,8641,125,41394,37,1235,3,DownVotes
34364,7290,37083,5554,8641,125,46418,22,2870,0,DownVotes
34387,7290,37083,5554,8641,125,48822,8,585,2,DownVotes
34486,7290,37083,5554,8641,125,63391,12,261,0,DownVotes
34840,7292,208,7,2,1,33078,21,1295,7,DownVotes
34941,7365,3101,125,46,1,18819,4,550,6,DownVotes
34942,7365,3101,125,46,1,18899,7,226,0,DownVotes
34969,7365,3101,125,46,1,23348,3,617,0,DownVotes
34970,7365,3101,125,46,1,23351,5,68,0,DownVotes
34976,7365,3101,125,46,1,23365,6,260,0,DownVotes
34977,7365,3101,125,46,1,23371,8,451,0,DownVotes
34978,7365,3101,125,46,1,23373,7,122,0,DownVotes
34980,7365,3101,125,46,1,23388,11,1421,0,DownVotes
34981,7365,3101,125,46,1,23391,19,2755,1,DownVotes
34982,7365,3101,125,46,1,23393,4,206,0,DownVotes
34983,7365,3101,125,46,1,23397,4,324,0,DownVotes
34984,7365,3101,125,46,1,23407,4,226,0,DownVotes
34988,7365,3101,125,46,1,23431,3,75,1,DownVotes
35000,7365,3101,125,46,1,23497,13,1046,2,DownVotes
35001,7365,3101,125,46,1,23501,5,93,7,DownVotes
35006,7365,3101,125,46,1,37657,5,474,3,DownVotes
35030,7397,607,70,64,3,18563,7,1725,5,DownVotes
35031,7397,607,70,64,3,19052,1,233,1,DownVotes
35032,7397,607,70,64,3,32099,1,301,5,DownVotes
35035,7397,607,70,64,3,100770,3,148,0,DownVotes
35037,7397,607,70,64,3,101077,3,189,5,DownVotes
35039,7397,607,70,64,3,104040,10,454,2,DownVotes
35040,7397,607,70,64,3,104540,6,96,4,DownVotes
35043,7397,607,70,64,3,108529,3,89,4,DownVotes
35044,7397,607,70,64,3,108567,5,154,0,DownVotes
35045,7397,607,70,64,3,108614,2,111,2,DownVotes
35046,7397,607,70,64,3,109036,2,62,0,DownVotes
35047,7397,607,70,64,3,109352,0,72,0,DownVotes
35049,7397,607,70,64,3,110347,4,54,0,DownVotes
35133,7425,700,29,10,1,22636,4,289,2,DownVotes
35136,7425,700,29,10,1,23451,10,2821,0,DownVotes
35140,7425,700,29,10,1,23493,5,47,0,DownVotes
35142,7425,700,29,10,1,23509,13,1383,0,DownVotes
35160,7448,229,27,200,3,28380,0,254,0,DownVotes
35162,7448,229,27,200,3,49359,2,202,0,DownVotes
35163,7448,229,27,200,3,49469,1,529,0,DownVotes
35164,7448,229,27,200,3,49607,2,682,3,DownVotes
35166,7448,229,27,200,3,50422,3,132,5,DownVotes
35198,7482,283,57,48,3,17462,5,129,0,DownVotes
35200,7482,283,57,48,3,21601,6,556,0,DownVotes
35202,7482,283,57,48,3,24418,3,1564,4,DownVotes
35203,7482,283,57,48,3,24438,4,222,0,DownVotes
35204,7482,283,57,48,3,24844,0,248,0,DownVotes
35205,7482,283,57,48,3,28572,2,82,0,DownVotes
35207,7482,283,57,48,3,41399,2,296,0,DownVotes
35209,7482,283,57,48,3,74286,7,142,0,DownVotes
35210,7482,283,57,48,3,89613,1,81,5,DownVotes
35211,7482,283,57,48,3,113836,4,49,5,DownVotes
35216,7486,1061,102,127,1,23076,6,112,3,DownVotes
35219,7486,1061,102,127,1,26961,3,402,0,DownVotes
35221,7486,1061,102,127,1,31317,6,304,2,DownVotes
35225,7486,1061,102,127,1,39017,1,412,0,DownVotes
35228,7486,1061,102,127,1,45177,0,350,2,DownVotes
35229,7486,1061,102,127,1,47674,3,291,0,DownVotes
35230,7486,1061,102,127,1,47675,2,193,2,DownVotes
35231,7486,1061,102,127,1,48254,14,1854,4,DownVotes
35234,7486,1061,102,127,1,49068,0,170,0,DownVotes
35235,7486,1061,102,127,1,49119,4,177,6,DownVotes
35237,7486,1061,102,127,1,49135,2,210,0,DownVotes
35240,7486,1061,102,127,1,55694,2,477,1,DownVotes
35242,7486,1061,102,127,1,55925,2,1246,0,DownVotes
35315,7515,410,15,104,1,18732,7,149,2,DownVotes
35317,7515,410,15,104,1,22028,2,364,0,DownVotes
35318,7515,410,15,104,1,24293,0,518,3,DownVotes
35324,7515,410,15,104,1,37992,1,110,3,DownVotes
35656,7591,397,27,10,2,31925,6,1079,5,DownVotes
35675,7603,170,211,64,1,24960,1,219,8,DownVotes
35676,7603,170,211,64,1,27329,2,68,2,DownVotes
35677,7603,170,211,64,1,27389,2,287,0,DownVotes
35680,7603,170,211,64,1,28930,4,192,2,DownVotes
35694,7616,639,151,49,4,18969,4,680,13,DownVotes
35701,7616,639,151,49,4,19377,0,294,0,DownVotes
35702,7616,639,151,49,4,19460,0,384,5,DownVotes
35703,7616,639,151,49,4,19516,1,203,1,DownVotes
35704,7616,639,151,49,4,30404,4,384,1,DownVotes
35705,7616,639,151,49,4,59771,1,197,0,DownVotes
35706,7616,639,151,49,4,59878,1,143,2,DownVotes
35712,7616,639,151,49,4,66293,4,99,1,DownVotes
35713,7616,639,151,49,4,67441,1,48,8,DownVotes
35714,7616,639,151,49,4,67443,11,1416,0,DownVotes
35715,7616,639,151,49,4,68378,2,198,0,DownVotes
35716,7616,639,151,49,4,69219,1,87,5,DownVotes
35719,7616,639,151,49,4,70344,2,100,13,DownVotes
35720,7616,639,151,49,4,77040,1,57,5,DownVotes
35721,7616,639,151,49,4,78719,2,120,2,DownVotes
35722,7616,639,151,49,4,82657,3,70,1,DownVotes
35723,7616,639,151,49,4,83446,1,37,0,DownVotes
35725,7616,639,151,49,4,84118,3,57,8,DownVotes
35728,7616,639,151,49,4,86484,6,144,0,DownVotes
35732,7616,639,151,49,4,86929,0,25,3,DownVotes
35733,7616,639,151,49,4,87465,2,77,4,DownVotes
35735,7616,639,151,49,4,92915,2,99,0,DownVotes
35736,7616,639,151,49,4,99345,1,57,0,DownVotes
35738,7616,639,151,49,4,105699,3,44,0,DownVotes
35741,7616,639,151,49,4,107517,1,14,0,DownVotes
35742,7616,639,151,49,4,107532,0,29,4,DownVotes
35743,7616,639,151,49,4,107541,1,30,0,DownVotes
35748,7616,639,151,49,4,110925,2,44,2,DownVotes
35751,7616,639,151,49,4,112067,0,33,0,DownVotes
35757,7616,639,151,49,4,114872,0,6,0,DownVotes
35758,7616,639,151,49,4,115184,1,17,3,DownVotes
35916,7733,1178,47,60,2,23355,7,279,0,DownVotes
35918,7733,1178,47,60,2,23367,6,94,2,DownVotes
35923,7733,1178,47,60,2,26415,2,428,0,DownVotes
35928,7733,1178,47,60,2,47933,2,134,1,DownVotes
35976,7741,249,25,2,2,19736,9,1051,0,DownVotes
35979,7741,249,25,2,2,22773,0,152,4,DownVotes
35983,7744,150,48,179,1,20026,3,380,0,DownVotes
35991,7744,150,48,179,1,50681,1,355,2,DownVotes
35995,7744,150,48,179,1,62372,4,125,3,DownVotes
35996,7744,150,48,179,1,90668,7,300,0,DownVotes
36025,7787,441,42,23,1,19326,6,206,4,DownVotes
36026,7787,441,42,23,1,30607,9,429,0,DownVotes
36027,7787,441,42,23,1,49752,2,130,0,DownVotes
36028,7787,441,42,23,1,50067,5,134,0,DownVotes
36029,7787,441,42,23,1,50095,1,12,0,DownVotes
36030,7787,441,42,23,1,51061,2,157,5,DownVotes
36031,7787,441,42,23,1,52582,10,214,0,DownVotes
36033,7787,441,42,23,1,53312,3,4852,0,DownVotes
36034,7787,441,42,23,1,68151,3,3003,1,DownVotes
36035,7787,441,42,23,1,68170,0,377,6,DownVotes
36036,7787,441,42,23,1,68245,3,277,0,DownVotes
36037,7787,441,42,23,1,68594,1,70,5,DownVotes
36038,7787,441,42,23,1,68599,2,89,4,DownVotes
36039,7787,441,42,23,1,68705,6,167,0,DownVotes
36041,7787,441,42,23,1,70245,2,27,0,DownVotes
36042,7787,441,42,23,1,77266,2,55,3,DownVotes
36043,7787,441,42,23,1,77986,0,63,0,DownVotes
36044,7787,441,42,23,1,78343,0,55,1,DownVotes
36045,7787,441,42,23,1,78945,0,59,0,DownVotes
36046,7787,441,42,23,1,80584,0,91,1,DownVotes
36047,7787,441,42,23,1,81239,3,104,3,DownVotes
36048,7787,441,42,23,1,81302,1,129,2,DownVotes
36049,7787,441,42,23,1,91898,0,54,7,DownVotes
36050,7787,441,42,23,1,91974,1,34,2,DownVotes
36052,7787,441,42,23,1,92912,3,202,0,DownVotes
36053,7787,441,42,23,1,93858,1,24,2,DownVotes
36054,7787,441,42,23,1,93935,0,68,0,DownVotes
36055,7787,441,42,23,1,94387,1,35,0,DownVotes
36056,7787,441,42,23,1,94478,0,34,0,DownVotes
36196,7817,296,100,20,3,23536,4,900,6,DownVotes
36197,7817,296,100,20,3,31123,7,608,8,DownVotes
36238,7828,8635,666,49,110,22502,24,2564,0,DownVotes
36274,7828,8635,666,49,110,29876,7,177,2,DownVotes
36281,7828,8635,666,49,110,30580,1,135,0,DownVotes
36334,7828,8635,666,49,110,40384,24,1313,9,DownVotes
36366,7828,8635,666,49,110,47325,12,1289,3,DownVotes
36470,7828,8635,666,49,110,78095,3,68,2,DownVotes
36492,7828,8635,666,49,110,81603,1,63,2,DownVotes
36785,7968,213,51,76,7,22902,5,1354,0,DownVotes
36786,7968,213,51,76,7,35366,2,311,0,DownVotes
36787,7968,213,51,76,7,40382,7,620,1,DownVotes
36788,7968,213,51,76,7,45109,5,163,0,DownVotes
36789,7968,213,51,76,7,47965,4,203,3,DownVotes
36790,7968,213,51,76,7,57180,1,711,0,DownVotes
36791,7968,213,51,76,7,57448,1,152,3,DownVotes
36792,7968,213,51,76,7,58817,4,460,2,DownVotes
36793,7968,213,51,76,7,67193,6,341,0,DownVotes
36794,7968,213,51,76,7,76205,2,67,0,DownVotes
36795,7968,213,51,76,7,82481,1,30,0,DownVotes
36796,7968,213,51,76,7,94099,0,12,0,DownVotes
36797,7968,213,51,76,7,101430,0,27,0,DownVotes
36804,7972,11631,1050,1230,187,21002,3,1182,2,DownVotes
36805,7972,11631,1050,1230,187,21139,1,847,1,DownVotes
36847,7972,11631,1050,1230,187,22040,11,344,6,DownVotes
36875,7972,11631,1050,1230,187,22768,20,710,3,DownVotes
36916,7972,11631,1050,1230,187,25220,13,1200,13,DownVotes
37139,7972,11631,1050,1230,187,69263,7,581,1,DownVotes
37220,8013,7972,662,108,6,20135,2,284,2,DownVotes
37227,8013,7972,662,108,6,22989,3,745,0,DownVotes
37242,8013,7972,662,108,6,27039,2,78,0,DownVotes
37253,8013,7972,662,108,6,30710,5,223,2,DownVotes
37257,8013,7972,662,108,6,31392,2,182,0,DownVotes
37263,8013,7972,662,108,6,34464,5,629,0,DownVotes
37281,8013,7972,662,108,6,47871,1,28,0,DownVotes
37307,8013,7972,662,108,6,52351,2,70,0,DownVotes
37309,8013,7972,662,108,6,54899,2,308,3,DownVotes
37310,8013,7972,662,108,6,55173,1,73,0,DownVotes
37326,8013,7972,662,108,6,56898,2,76,0,DownVotes
37331,8013,7972,662,108,6,58604,2,26,0,DownVotes
37342,8013,7972,662,108,6,60490,9,133,0,DownVotes
37367,8013,7972,662,108,6,63257,13,425,3,DownVotes
37375,8013,7972,662,108,6,64179,4,82,0,DownVotes
37379,8013,7972,662,108,6,64993,2,42,0,DownVotes
37394,8013,7972,662,108,6,70713,8,185,1,DownVotes
37406,8013,7972,662,108,6,74076,4,21,0,DownVotes
37434,8013,7972,662,108,6,81863,1,40,1,DownVotes
37451,8013,7972,662,108,6,84041,2,112,0,DownVotes
37454,8013,7972,662,108,6,85700,6,89,2,DownVotes
37459,8013,7972,662,108,6,86505,1,43,0,DownVotes
37478,8013,7972,662,108,6,89644,4,100,3,DownVotes
37491,8013,7972,662,108,6,93386,1,40,2,DownVotes
37506,8013,7972,662,108,6,101144,3,41,0,DownVotes
37510,8013,7972,662,108,6,103039,4,70,0,DownVotes
37516,8013,7972,662,108,6,108919,1,7,0,DownVotes
37518,8013,7972,662,108,6,109257,0,12,2,DownVotes
37576,8041,405,30,42,5,21092,4,249,0,DownVotes
37580,8041,405,30,42,5,29222,1,1984,10,DownVotes
37581,8041,405,30,42,5,44584,2,80,0,DownVotes
37606,8067,288,44,71,5,19948,4,1563,7,DownVotes
37607,8067,288,44,71,5,20409,1,98,1,DownVotes
37612,8067,288,44,71,5,21144,1,66,1,DownVotes
37614,8067,288,44,71,5,23891,5,372,0,DownVotes
37615,8067,288,44,71,5,30171,2,322,1,DownVotes
37616,8067,288,44,71,5,31256,4,415,1,DownVotes
37617,8067,288,44,71,5,35215,2,178,0,DownVotes
37618,8067,288,44,71,5,35293,3,478,0,DownVotes
37619,8067,288,44,71,5,35408,-2,109,12,DownVotes
37621,8067,288,44,71,5,37469,3,598,4,DownVotes
37622,8067,288,44,71,5,46031,1,432,1,DownVotes
37623,8067,288,44,71,5,46325,4,214,3,DownVotes
37624,8067,288,44,71,5,46446,2,463,1,DownVotes
37625,8067,288,44,71,5,48026,2,360,1,DownVotes
37626,8067,288,44,71,5,48045,4,189,6,DownVotes
37627,8067,288,44,71,5,48382,1,127,0,DownVotes
37628,8067,288,44,71,5,50984,1,96,4,DownVotes
37629,8067,288,44,71,5,62490,0,232,0,DownVotes
37630,8067,288,44,71,5,64183,2,65,1,DownVotes
37631,8067,288,44,71,5,69779,1,109,0,DownVotes
37632,8067,288,44,71,5,93082,1,115,2,DownVotes
37633,8067,288,44,71,5,93356,0,23,3,DownVotes
37634,8067,288,44,71,5,101210,0,19,0,DownVotes
37635,8067,288,44,71,5,103425,1,38,0,DownVotes
37681,8076,4460,393,223,26,21153,16,946,2,DownVotes
37694,8076,4460,393,223,26,23159,9,659,0,DownVotes
37695,8076,4460,393,223,26,23238,9,1401,0,DownVotes
37713,8076,4460,393,223,26,46164,5,139,4,DownVotes
37740,8076,4460,393,223,26,90425,11,237,6,DownVotes
37780,8101,748,194,152,1,12526,1,252,2,DownVotes
37781,8101,748,194,152,1,12573,3,1551,3,DownVotes
37782,8101,748,194,152,1,13018,5,1235,2,DownVotes
37783,8101,748,194,152,1,13070,1,169,0,DownVotes
37786,8101,748,194,152,1,13262,2,4063,0,DownVotes
37788,8101,748,194,152,1,13319,2,340,4,DownVotes
37789,8101,748,194,152,1,13466,2,91,0,DownVotes
37791,8101,748,194,152,1,13469,1,346,3,DownVotes
37792,8101,748,194,152,1,13524,2,127,0,DownVotes
37793,8101,748,194,152,1,13836,4,472,0,DownVotes
37794,8101,748,194,152,1,13916,2,251,0,DownVotes
37796,8101,748,194,152,1,14422,0,120,4,DownVotes
37797,8101,748,194,152,1,14426,3,801,0,DownVotes
37798,8101,748,194,152,1,14673,8,4630,2,DownVotes
37799,8101,748,194,152,1,14679,1,734,2,DownVotes
37803,8101,748,194,152,1,15352,3,485,0,DownVotes
37805,8101,748,194,152,1,16327,4,2890,5,DownVotes
37806,8101,748,194,152,1,17231,2,351,2,DownVotes
37807,8101,748,194,152,1,17602,9,1418,0,DownVotes
37808,8101,748,194,152,1,18607,5,456,7,DownVotes
37809,8101,748,194,152,1,19328,1,1297,0,DownVotes
37811,8101,748,194,152,1,19792,4,2078,4,DownVotes
37813,8101,748,194,152,1,21715,1,185,0,DownVotes
37814,8101,748,194,152,1,23746,2,460,1,DownVotes
37815,8101,748,194,152,1,23747,1,251,0,DownVotes
37816,8101,748,194,152,1,23763,6,965,0,DownVotes
37817,8101,748,194,152,1,24170,1,271,4,DownVotes
37818,8101,748,194,152,1,24193,5,1010,2,DownVotes
37819,8101,748,194,152,1,25748,4,2876,0,DownVotes
37820,8101,748,194,152,1,28541,8,268,10,DownVotes
37821,8101,748,194,152,1,35332,2,148,1,DownVotes
37871,8114,311,70,26,3,20199,6,288,2,DownVotes
37872,8114,311,70,26,3,21807,5,891,2,DownVotes
37873,8114,311,70,26,3,22243,1,76,8,DownVotes
37874,8114,311,70,26,3,22439,0,330,1,DownVotes
37875,8114,311,70,26,3,22691,1,42,0,DownVotes
37876,8114,311,70,26,3,22920,1,678,4,DownVotes
37877,8114,311,70,26,3,23136,4,1089,2,DownVotes
37878,8114,311,70,26,3,23736,1,137,0,DownVotes
37879,8114,311,70,26,3,24530,0,117,4,DownVotes
37880,8114,311,70,26,3,26635,2,327,5,DownVotes
37881,8114,311,70,26,3,27023,0,114,5,DownVotes
37882,8114,311,70,26,3,27946,-2,4797,2,DownVotes
37883,8114,311,70,26,3,28872,1,234,0,DownVotes
37884,8114,311,70,26,3,29627,26,4298,0,DownVotes
37885,8114,311,70,26,3,29825,0,102,16,DownVotes
37886,8114,311,70,26,3,29890,0,47,1,DownVotes
37887,8114,311,70,26,3,29987,0,1789,10,DownVotes
37888,8114,311,70,26,3,30307,4,470,5,DownVotes
37889,8114,311,70,26,3,30521,7,1485,3,DownVotes
37890,8114,311,70,26,3,31280,2,870,8,DownVotes
37891,8114,311,70,26,3,33076,2,133,0,DownVotes
37892,8114,311,70,26,3,36082,0,104,0,DownVotes
37893,8114,311,70,26,3,37477,1,223,0,DownVotes
37894,8114,311,70,26,3,37587,6,3845,2,DownVotes
37895,8114,311,70,26,3,37947,-1,172,8,DownVotes
37896,8114,311,70,26,3,38894,-1,244,1,DownVotes
37897,8114,311,70,26,3,41409,0,179,0,DownVotes
37898,8114,311,70,26,3,41765,2,144,1,DownVotes
37899,8114,311,70,26,3,41863,8,139,3,DownVotes
37900,8114,311,70,26,3,43034,4,346,3,DownVotes
37901,8114,311,70,26,3,44717,1,361,8,DownVotes
37902,8114,311,70,26,3,45032,0,3018,5,DownVotes
37903,8114,311,70,26,3,45206,2,90,8,DownVotes
37904,8114,311,70,26,3,47706,0,110,2,DownVotes
37905,8114,311,70,26,3,48081,2,123,0,DownVotes
37906,8114,311,70,26,3,48609,0,812,0,DownVotes
37907,8114,311,70,26,3,48784,-1,167,1,DownVotes
37908,8114,311,70,26,3,52580,2,98,0,DownVotes
37909,8114,311,70,26,3,55072,3,1330,0,DownVotes
37910,8114,311,70,26,3,56868,0,84,7,DownVotes
37911,8114,311,70,26,3,57685,2,1145,1,DownVotes
37912,8114,311,70,26,3,79460,1,72,6,DownVotes
37913,8114,311,70,26,3,83600,0,159,0,DownVotes
37984,8137,1047,176,25,2,20126,0,292,0,DownVotes
37985,8137,1047,176,25,2,20250,4,430,0,DownVotes
37986,8137,1047,176,25,2,20251,0,624,1,DownVotes
37987,8137,1047,176,25,2,21206,1,219,0,DownVotes
37988,8137,1047,176,25,2,21233,2,786,3,DownVotes
37990,8137,1047,176,25,2,22347,23,22258,0,DownVotes
37991,8137,1047,176,25,2,22555,0,84,0,DownVotes
37993,8137,1047,176,25,2,24022,9,8309,1,DownVotes
37994,8137,1047,176,25,2,24023,1,971,0,DownVotes
37995,8137,1047,176,25,2,24827,2,1348,1,DownVotes
37996,8137,1047,176,25,2,25668,3,1070,0,DownVotes
37997,8137,1047,176,25,2,26839,1,866,3,DownVotes
37999,8137,1047,176,25,2,27873,1,488,7,DownVotes
38003,8137,1047,176,25,2,28480,2,291,3,DownVotes
38009,8137,1047,176,25,2,32377,19,1876,16,DownVotes
38016,8137,1047,176,25,2,34663,3,263,0,DownVotes
38027,8137,1047,176,25,2,97085,7,647,2,DownVotes
38037,8137,1047,176,25,2,107486,0,12,0,DownVotes
38039,8137,1047,176,25,2,109390,13,601,12,DownVotes
38050,8141,3008,330,350,24,20130,4,380,4,DownVotes
38052,8141,3008,330,350,24,41267,4,193,2,DownVotes
38084,8141,3008,330,350,24,71924,0,112,2,DownVotes
38115,8141,3008,330,350,24,113450,1,15,0,DownVotes
38116,8141,3008,330,350,24,113683,0,23,2,DownVotes
38128,8165,995,81,66,4,20177,3,1069,0,DownVotes
38129,8165,995,81,66,4,31678,2,142,0,DownVotes
38142,8165,995,81,66,4,58338,0,137,3,DownVotes
38153,8165,995,81,66,4,87295,1,60,0,DownVotes
38172,8175,174,24,2,2,30383,6,121,1,DownVotes
